tg_id,pack_name,created_flag,front_word,back_word,date_of_repeat,repeat_length
875771161,New words,False,Weak ,Слабый,2024-11-28,4.75
875771161,New words,False,Worry ,Беспокоится,2024-11-28,4.75
875771161,New words,False,Bush ,куст,2024-11-28,4.75
875771161,New words,False,Similar ,Похожий,2024-11-28,4.75
875771161,New words,False,Root ,Корень,2024-11-28,4.75
875771161,New words,False,Let ,Позволить,2024-11-28,4.75
875771161,New words,False,Assistance ,Помощь,2024-11-28,4.75
875771161,New words,False,Explain ,Описывать/объяснять,2024-11-28,4.75
875771161,New words,False,Fault ,вина,2024-11-28,4.75
875771161,New words,False,Forgive ,Простить,2024-11-25,1.0
875771161,New words,False,Blame ,Обвинять,2024-11-28,4.75
875771161,New words,False,Exist ,Существовать,2024-11-28,4.75
875771161,New words,False,Offer ,Предложение,2024-11-28,4.75
875771161,New words,False,Rope ,Верёвка,2024-11-28,4.75
875771161,New words,False,Pocket ,Карман,2024-11-28,4.75
875771161,New words,False,Proud ,Гордый,2024-11-28,4.75
875771161,New words,False,ill ,Больной,2024-11-28,4.75
875771161,New words,False,Sailor ,Моряк,2024-11-28,4.75
875771161,New words,False,Explanation ,объяснение,2024-11-28,4.75
875771161,New words,False,Scare ,Пугать,2024-11-28,4.75
875771161,New words,False,Wonder ,Удивляться,2024-11-28,4.75
875771161,New words,False,Chain ,Цепь/сеть,2024-11-28,4.75
875771161,New words,False,Appear ,Появляться,2024-11-28,4.75
875771161,New words,False,Predict ,Предсказывать,2024-11-28,4.75
